Questions,num_words,num_characters,num_misspelled,bin_start_interrogative,bin_end_qmark,num_interrogative,bin_start_small,avg_word_sentence,num_sentences,bin_url,readability_score,num_punctuations,bin_taboo,grammar_check,Average IDF,Entropy,Polarity,Subjectivity
what strategy does Percy use to beat Areas,8,35,0,1,0,1,1,8,1,0,3.17625,0,0,0,-5.083205987,0.010802859,0,0
the least common denominator of 3/10 and 4/5,10,37,0,0,0,0,1,10,1,0,0.055,0,0,0,-5.149897361,0.011203968,-0.3,0.45
Least common denominator of 4/5 and 11/2,9,34,0,0,0,0,0,9,1,0,-0.183333333,0,0,0,-5.149897361,0.011203968,-0.3,0.45
The least common denominator of 9/8 and 1/12,10,37,0,0,0,0,0,10,1,0,0.055,0,0,1,-5.184988681,0.010782053,-0.3,0.45
What principle is directly reflected in the division of a government into three branches?,14,76,0,1,1,1,0,14,1,0,10.80214286,1,0,1,-5.486369598,0.011805844,0.1,0.4
3x+2=6<br /> solve for x<br /> Show all work ,11,36,3,0,0,0,0,11,1,0,-3.940909091,4,0,0,-3.705008836,0.038171999,0,0
Which colors does a black T-shirt absorb?,8,35,0,0,1,0,0,8,1,0,1.99875,2,0,1,-6.907755279,0.001962009,-0.166666667,0.433333333
What is the result when the expression (6x-3) is subtracted from (-3x+2)?,14,62,2,1,1,2,0,14,1,0,3.737142857,7,0,1,-1.823594193,0.29364147,0,0
if 3d-8=-2 find the value of d-6,10,26,1,0,0,0,1,10,1,0,-6.068,3,0,0,-4.509860006,0.015196194,0,0
What is - 9/3 + -51/17,6,17,0,1,0,1,0,6,1,0,-9.01,2,0,1,-4.150914914,0.020566997,0,0
Any tips for writing a good science fair hypothesis and procedure (in point form format) that is clear and concise? ,20,96,0,0,0,0,0,10,2,0,5.4715,3,0,1,-2.887518689,0.167460008,0.4,0.620833333
How did the native Americans help the pilgrims,8,39,0,1,0,1,0,8,1,0,5.53125,0,0,1,-4.268697949,0.01723406,0,0
Describe how three common types of precipitation form.,8,47,0,0,0,1,0,8,1,0,9.6525,1,0,1,-4.621977304,0.021801548,-0.3,0.5
How did the European nations help the Continental Army?,9,47,0,1,1,1,0,9,1,0,7.143333333,1,0,1,-4.422848629,0.018964418,0,0
"How many miles is 7,598 feet?",7,24,0,1,1,1,0,7,1,0,-3.127142857,2,0,1,-4.135166557,0.020869122,0.5,0.5
how does the water cycle effect weather,7,33,0,1,0,1,1,7,1,0,4.274285714,0,0,0,-5.203007187,0.008685954,0,0
Can someone show me the steps to solving 1/3 / 1/8. Thanks ,13,47,0,0,0,0,0,6.5,2,0,-2.600769231,1,0,1,-4.979863635,0.021065631,0.2,0.2
 I need answers ASAP!!!Why is the order of operations important when you write a situation that can be modeled by a given expression,24,109,0,0,0,2,0,12,2,0,5.3725,3,0,0,-4.61430267,0.039191279,0.4,1
-3=8x-4y. the equation is Y=,7,24,2,0,0,0,0,3.5,2,0,-6.895714286,3,0,0,-4.342805922,0.012678323,0,0
What's the answer to 9 5/12 subtract 3 22/25,11,36,0,0,0,0,0,11,1,0,-1.371818182,0,0,1,-2.898605563,0.143856864,0,0
"A scientist designed and conducted an experiment based on a hypothesis, and then formed a conclusion from her results. Next, she collected and analyzed more data and formed another conclusion. Which statement best justifies the fact that she skipped the hypothesis and experimental design steps of the scientific method?<br /><br /> The scientist must have realized that she performed one of the steps incorrectly.<br /> The scientist was unhappy with the first data set and started the experiment over.<br /> The scientist was repeating the experiment to improve the validity of her data.<br /> The scientist was planning to form a hypothesis after completing the experiment.",106,571,5,0,0,0,0,15.14285714,7,0,10.44680593,19,0,0,-5.20816627,0.110800435,0.208333333,0.405555556
Find the discount. regular price=$168;discount rate=30 percent,10,56,0,0,0,0,0,5,2,0,5.091,2,0,0,-4.366153286,0.042179254,0,0.076923077
how is cooking like science,5,23,0,1,0,1,1,5,1,0,2.736,0,0,0,-4.292795501,0.014281124,0,0
Write a short paragraph on why should recess be free time. 5TH GRADE STANDARD. ,14,65,0,0,0,1,0,4.666666667,3,0,2.098333333,2,0,1,-5.010635294,0.021944455,0.133333333,0.366666667
a wood stove burns 4 same sized logs in 2 hours how many logs does the stove burn in 8 hours<br />,22,77,1,0,0,1,1,22,1,0,5.412727273,2,0,0,-3.849719122,0.086996774,0.25,0.3125
I have two separate pairs of equal sides. My equal sides are next to each other. My four sides cannot be equal. What am I?,25,98,0,0,1,1,0,6.25,4,0,-0.5954,4,0,1,-4.661259653,0.037999717,-0.025,0.225
Which company developped Java?,4,27,1,0,1,0,0,4,1,0,11.185,1,0,0,-6.214608098,0.002668663,0,0
Make the follwing sentence simple!!!!There was no universally accepted form of currency which could be used anywhere in the Maya region.,22,116,1,0,0,0,0,11,2,0,7.834090909,5,0,0,-4.877584786,0.035597896,0,0
I need a template for the best way to conclude an essay with LOTS of points in only 7-8 sentences. ,21,79,0,0,0,0,0,10.5,2,0,1.09,2,0,1,-4.595219855,0.035632809,0.5,0.65
How can I work out 30% of (blank) is 60?,10,31,0,1,1,1,0,10,1,0,-3.713,3,0,1,-2.191810687,0.16581374,0,0
25 points if correct. elation : to carry ::<br /> a. exhilarated : to stretch<br /> b. contrite : to bend<br /> c. coherent : to place<br /> d. exonerated : out of,27,131,4,0,0,0,0,4.5,6,0,-0.514444444,13,0,0,-3.215310759,0.230991696,0.5,0.7
what are to 2 answers that are equal to 32 in multiplycation,12,49,1,1,0,1,1,12,1,0,3.8025,0,0,0,-3.540459449,0.04071358,0,0.25
Booker T. Washington believed that African American accommodation to segregation should be accompanied by,14,92,0,0,0,0,0,7,2,0,12.685,1,0,1,-6.422247463,0.005965003,0,0
Give an example of an energy conversion. Make sure to discuss which forms of energy are involved,17,80,0,0,0,0,0,8.5,2,0,4.707647059,1,0,1,-4.406319327,0.042073046,0.5,0.888888889
"Celia bought 12 apples, ate two of them, and sold the rest at 20 cents more per apple than she paid. Her total profit was $1.00. How much did she sell each apple for? ",35,133,0,0,0,1,0,7,5,0,-0.974,6,0,1,-4.378034613,0.085496251,0.233333333,0.483333333
What is the greatest common factor of 56and 92?,9,39,1,1,1,1,0,9,1,0,2.956666667,1,0,1,-4.879607032,0.014120625,0.35,0.75
what is the function of a nucleus?<br />,8,33,1,1,0,1,1,4,2,0,-2.35625,3,0,0,-4.305065594,0.009758521,0,0
An animals genetic makeup can influence its behavior true or false,11,56,0,0,0,0,0,11,1,0,8.048181818,0,0,0,-5.003517826,0.017827992,-0.025,0.625
What are the five pillars of Islam? ,7,29,0,1,0,1,0,3.5,2,0,-0.84,1,0,1,-5.926926026,0.003392128,0,0
Which empire was the world's biggest exporter of guns in the 17th century?<br /> A. Yuan dynasty<br /> B. Songhai Empire<br /> C. Ottoman Empire<br /> D. Byzantine Empire,29,142,4,0,0,0,0,4.833333333,6,0,1.288390805,13,0,0,-3.296837366,0.189244433,0,0
Which of these people might have performed trephination in the Inca Empire?<br /> A. A farmer<br /> B. A lawyer<br /> C. A politician<br /> D. A doctor,28,124,5,0,0,0,0,4.666666667,6,0,-1.097738095,13,0,0,-3.593569274,0.08651014,0,0
Who were the Boers? <br /> A. Africans who followed traditional beliefs rather than Christianity <br /> B. Indian soldiers who served the British East India Company <br /> C. Dutch farmers who settled around Cape Town <br /> D. Muslim traders who brought goods to Mediterranean ports,44,236,4,1,0,5,0,7.333333333,6,0,5.679621212,13,0,0,-4.425829257,0.090944603,0,0.375
Which provision of the Bill of Rights was<br /> influenced by the trial of John Peter Zenger?<br /> (1) right to bear arms<br /> (2) right to an attorney<br /> (3) freedom of religion<br /> (4) freedom of the press,40,175,5,0,0,0,0,20,2,0,6.35025,19,0,0,-2.175193198,0.693017652,0.285714286,0.535714286
What are some facts about webmasters?,6,32,1,1,1,1,0,6,1,0,5.905,1,0,1,-6.502290171,0.001402919,0,0
What is the Soviet Union ,5,20,0,1,0,1,0,5,1,0,-0.09,0,0,1,-6.214608098,0.001824834,0,0
He did not have a leg to stand on what does that idiom mean?,14,47,0,0,1,1,0,14,1,0,1.045714286,1,0,1,-5.896154367,0.004653012,-0.3125,0.6875
two adjectives or descriptive phrases of James Madison,8,47,0,0,0,0,1,8,1,0,10.24125,0,0,0,-5.088596836,0.012813145,0,0
what is the definition of states of matter,8,35,0,1,0,1,1,8,1,0,3.17625,0,0,0,-5.233778845,0.00631068,0,0
"Who were the first people to reach the South Pole?<br /> A. Roald Amundsen's party, in 1911<br /> B. Robert Falcon Scott and Ernest Shakleton<br /> C. Robert Edwin Peary, Matthew Henson and four Inuits, in 1909<br /> D. Edward Wilson and the British Discovery expedition",46,225,6,1,0,1,0,7.666666667,6,0,3.393550725,16,0,0,-3.716764658,0.203765818,0.125,0.166666667
"order 3/8,3/4,1/2,5/6 from least to greatest",13,39,0,0,0,0,1,13,1,0,-3.336153846,3,0,0,-5.11599581,0.009427023,0.35,0.7
How to describe a dragons teeth ?<br /> make it as describe as possible.<br /> need it for a story plz help !!!!,21,90,3,1,0,1,0,7,3,0,-0.435714286,10,0,0,-4.160484365,0.05227036,0,0
<br /> what are the body parts of a dragon and how to describe them?<br /> give at least 1 adjective describing it.<br /> the best will be the brainieist!!!!!,29,129,4,0,0,2,0,9.666666667,3,0,1.756091954,13,0,0,-4.199705078,0.052092531,0.35,0.35
"Is it plagiarism/copying to do a science fair project that is similar to one that has been done already, if you modify certain aspects and you do not know the results?",32,137,0,0,1,0,0,32,1,0,14.293125,2,0,1,-4.940105143,0.03339742,0.304761905,0.623809524
What is the most common rock on earth,8,30,0,1,0,1,0,8,1,0,0.2325,0,0,1,-4.710530702,0.010245981,0.1,0.5
essay on discovering the hero with in myself ,8,37,0,0,0,0,1,8,1,0,4.35375,0,0,0,-4.342805922,0.013793572,0,0
Why would Africa need a solar cooker or oven?,9,37,0,1,1,1,0,9,1,0,1.91,1,0,1,-4.540631665,0.021932264,0,0
Explain how Passive Transport works <br />,6,36,1,0,0,1,0,6,1,0,7.475,2,0,0,-5.349610661,0.007438162,0,0
Why did artisans organize medieval craft guilds,7,41,0,1,0,1,0,7,1,0,9.657142857,0,0,1,-6.907755279,0.002452511,0,0
Characters traits can be discovered by analyzing __________.<br /> hyperbole<br /> imagery<br /> characterization<br /> syntax,15,111,4,0,0,0,0,7.5,2,0,9.952,9,0,0,-6.271766512,0.007640161,0,0
A material that only conducts electric current under certain conditions is a(n)<br /> a. conductor.<br /> b. insulator.<br /> c. semiconductor.<br /> d. vacuum tube.,26,141,4,0,0,0,0,3.25,8,0,1.752307692,18,0,0,-2.721895608,0.231377702,0.051488095,0.492857143
Simplify the expression 3x + 3x,5,26,2,0,0,0,0,5,1,0,4.62,0,0,1,-4.374058465,0.022032484,0,0
CHECK MY ENGLISH WORK?,4,19,0,0,1,0,0,4,1,0,1.765,1,0,1,-4.870873352,0.008118334,0,0
can you use a calculator to determine if a number is rational or irrational ,14,62,0,0,0,0,1,14,1,0,6.428571429,0,0,0,-4.292795501,0.027641423,0,0
what are 2 answers that can equal 49 in multiplication,10,45,0,1,0,1,1,10,1,0,4.765,0,0,0,-3.561366134,0.039684347,0,0.25
His flight covered about 3610 miles in 33.5 hours. Find the unit rate in miles per hour,18,71,0,0,0,0,0,6,3,0,-0.375,2,0,1,-4.436834871,0.050159463,0,0
"What is the best/easiest/safest method to make a 1 cm hole in a plastic pop bottle without any specialized tools? I have xacto knives, awl, screwdrivers and other basic household tools. ",33,155,1,1,0,1,0,11,3,0,5.336363636,4,0,0,-4.868587636,0.046580661,-0.0625,0.25
Which term best describes the relationship between the orcas and crabeater seals? <br /> a. mutualism<br /> b. parasitism<br /> c. competition<br /> d. predation,24,137,7,0,0,0,0,4,6,0,4.12,13,0,0,-3.640822159,0.089934467,1,0.3
An enveloped virus is dependent on the envelope for its ability to infect a host cell. Which virus most likely uses this mechanism?<br /> HIV<br /> polio<br /> rabies<br /> Ebola,31,148,4,0,0,0,0,10.33333333,3,0,4.096021505,10,0,0,-5.169484495,0.033703478,0.25,0.75
"Identify a structure, in organisms that do not have kidneys, that is adapted to regulate water balance.",17,87,0,0,0,0,0,17,1,0,10.34294118,3,0,1,-5.65499231,0.011400741,0,0
The lungs contain elastic muscle tissue to permit inhalation.,9,53,0,0,0,0,0,9,1,0,10.28333333,1,0,1,-6.214608098,0.006237241,0,0
how do i say you're welcome in Korean ,8,30,0,1,0,1,1,8,1,0,0.2325,0,0,0,-3.057607677,0.084168057,0.8,0.9
2 times what equals 28,5,18,0,0,0,1,0,5,1,0,-1.974,0,0,1,-3.381394754,0.037068801,0,0
Vince is driving 4 miles per hour below the speed limit and brian speed limit is 8 miles oer hour what is the relationship between their speeds,27,117,2,0,0,1,0,27,1,0,12.48,0,0,0,-4.393861092,0.069605986,0,0
What's the answer to 4/16+9/16,8,26,0,0,0,0,0,8,1,0,-3.88875,0,0,1,-2.612740021,0.112257659,0,0
"what is the nth term to: 0,6,14,24,36,50",12,34,0,1,0,1,1,12,1,0,-4.44,5,0,0,-3.899600485,0.02393384,0,0
What is the solution to the equation<br /><br /> n= -1<br /> n= 2<br /> n=5/3<br /> n= 5/2,22,72,5,1,0,1,0,22,1,0,0.274545455,11,0,0,-3.863232841,0.055836773,0,0
"Hunterí¢ä‰åä‹¢s velocity was 4.5 m/s. At the end of his race, his velocity was the same. Which best describes his movement? <br /> A. His movement stopped. <br /> B. His acceleration is zero. <br /> C. His time was constant. <br /> D. His acceleration was positive.            ",47,218,4,0,0,0,0,3.615384615,13,0,-1.183158756,21,0,0,-3.823554357,0.124986186,0.306818182,0.32594697
A steroid hormone approaches its target cell. Which will happen first?<br /> The hormone will enter the nucleus<br /> The hormone will pass through the plasma membrane.<br /> The hormone and its receptor will interact with the DNA<br /> The hormone and its receptor will enter the cellí¢ä‰åä‹¢s nucleus            ,50,254,4,0,0,0,0,12.5,4,0,6.5802,11,0,0,-5.025969658,0.056525037,0,0
what geographical feature are shared by all four ancient chinese empires,11,62,1,1,0,1,1,11,1,0,10.61727273,0,0,0,-5.59556889,0.010709701,0,0
"To make sure your reader remembers the point of your essay, which of the following is most important? <br /> A. The order in which you present your ideas <br /> B. The introduction <br /> C. Choosing an interesting subject <br /> D. The ending",42,198,4,0,0,0,0,7,6,0,2.255714286,14,0,0,-3.706817155,0.123274626,0.247619048,0.474603175
a true hero is a unifying force in a diverse society essay,12,47,0,0,0,0,1,12,1,0,3.0175,0,0,0,-4.258545578,0.035015299,0.35,0.65
Karangan kepentingan memilih rakan sebaya yang baik,7,45,6,0,0,0,0,7,1,0,12.34857143,0,0,0,-5.675611598,0.009885222,0,0
Karangan kepentingan memilih rakan sebaya yang baik,7,45,6,0,0,0,0,7,1,0,12.34857143,0,0,0,-5.675611598,0.009885222,0,0
The aquarium holds 150 liters of water. How many milliliters is this?,12,58,0,0,1,1,0,6,2,0,3.55,2,0,1,-4.648972809,0.022544366,0.5,0.5
"If a pier is 200 meters long and each board is 80 centimeters wide, how many boards are in the pier?",21,80,0,0,1,1,0,21,1,0,6.564285714,2,0,1,-4.632821717,0.037122927,0.116666667,0.433333333
  Name the operation who would do first -4 (3)(-8) 7,11,41,0,0,0,1,0,11,1,0,-0.943636364,6,0,0,-2.010537563,0.338680479,0.25,0.333333333
Please help with these math questions,6,32,0,0,0,0,0,6,1,0,6.69,0,0,1,-3.669076827,0.032049806,0,0
x=2 is the solution to which of the following equations or inequalities below,14,65,0,0,0,0,1,14,1,0,7.101428571,0,0,0,-4.374058465,0.020394629,0,0.1
"which uses less electricity in an hour, a blender or a popcorn popper",13,57,0,0,0,0,1,13,1,0,5.359230769,1,0,0,-4.902421709,0.019742856,-0.166666667,0.066666667
"What is the value of 1st quartile in the data set below? Scores on a math quiz: 65, 90, 100, 72, 88, 55, 73<br />",25,89,1,1,0,1,0,12.5,2,0,-0.4848,9,0,0,-4.753090316,0.046485538,0,0
please i need help on #7,6,19,0,0,0,0,1,6,1,0,-4.3,0,0,0,-3.575550769,0.044282229,0,0
this question is related to the scatter graph can someone please help me on this question ,16,74,0,0,0,0,1,16,1,0,8.35375,0,0,0,-4.045554398,0.045864617,0,0.4
What aretwo different ways to use the disributive property to find the product of 127 and 32,17,76,2,1,0,1,0,17,1,0,8.126470588,0,0,0,-4.815891217,0.029064757,0,0.6
What makes a planet living? explain your answer by comparing earth with mars                ,13,64,0,1,0,1,0,6.5,2,0,4.645384615,1,0,0,-4.860062436,0.022686354,0,0
"The novel, as it is known today, originated in the _____ century.<br /> eighteenth<br /> seventeenth<br /> nineteenth",17,100,3,0,0,0,0,8.5,2,0,5.815882353,9,0,0,-5.494061944,0.014884589,0,0
what is 40 divided by 9 with remainder,8,31,0,1,0,1,1,8,1,0,0.82125,0,0,0,-4.710530702,0.013292373,0,0
Who first invented the lightbulb,5,28,1,1,0,1,0,5,1,0,7.446,0,0,0,-4.710530702,0.00940131,0.25,0.333333333
"How are the biomes in France important to it? Btw, I'm not asking what the biomes are, I'm asking why they are important. So please don't tell me what they are, I already know that.",35,147,3,1,0,4,0,11.66666667,3,0,3.377904762,6,0,0,-3.508411466,0.148429618,0.4,1
"Is a city block centimeters, meters, or kilometers?",8,44,0,0,1,0,0,8,1,0,6.70875,3,0,1,-4.906275279,0.013539367,0,0
Is the series diary of a wimpy kid realistic fiction?,10,44,0,0,1,0,0,10,1,0,3.823,1,0,1,-6.753604599,0.003364928,0.166666667,0.333333333
People who are physically disabled are able to use the Internet due to: (Points : 1)<br /> web Accessibility Standards.<br /> closed Caption options.<br /> braille translation.<br /> color schemes.,29,168,4,0,0,1,0,7.25,4,0,6.232241379,14,0,0,-3.103995549,0.238624446,-0.135,0.48
Which equation shows conservation of mass and charge?<br /> (1) NH4Br ==&gt; NH3 + Br2<br /> (2) 2Mg + Fe3+ ==&gt;Mg2+ + 3Fe<br /> (3) H2SO4 + LiOH ==&gt; Li2SO4 + H2O<br /> (4) Cu + 2Ag+ ==&gt; Cu2+ + 2Ag,35,165,18,0,0,0,0,17.5,2,0,3.064857143,21,0,0,-2.674439601,0.857011578,0,0
"As the elements of Group 17 are considered in order of increasing atomic number, there is an increase in<br /> (1) atomic radius<br /> (2) electronegativity<br /> (3) first ionization energy<br /> (4) number of electrons in the first shell",40,200,5,0,0,0,0,40,1,0,19.64725,17,0,0,-2.195033431,0.743766014,0.25,0.333333333
her friend writes down 4 number and ask maria to choose yhe prime number which number should maria choose ,19,87,1,0,0,0,1,19,1,0,9.636842105,0,0,0,-4.034625328,0.072391493,-0.155555556,0.288888889
